index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,loc_info_orig,loc_info_dest,latitude,longitude
889,"A couple of former actors are ready to leave the sunny West Coast to live their ""third life"" in beautiful Lisbon, Portugal. With his career as a teacher and one of the pioneers of acting for animators taking him across Europe, Lisbon would be the perfect jumping-off point for their new life. She's leaving behind her career for this adventure, though, so she wants to dive right into all the Lisbon charm their modest budget can afford.",5-Mar-18,S119E13,"California to Lisbon, Portugal",13.0,119.0,2018.0,California,United States,Lisbon,Portugal,0,"California, United States","Lisbon, Portugal",All,"California, United States","Lisbon, Portugal",36.7014631,-118.755997
890,"A couple is selling their Tennessee business for a chance to live a simpler life with their two children in Palmerston North, New Zealand. She's taking a new job opportunity that comes with a pay cut so she needs to be practical when looking for a home. He's the homemaker and still wants to make sure the family is comfortable in their new house, however, which forces the couple to choose between their heads or their hearts.",6-Apr-18,S122E07,New Life in New Zealand,7.0,122.0,2018.0,Tennessee,United States,Palmerston North,New Zealand,0,"Tennessee, United States","Palmerston North, New Zealand",All,"Tennessee, United States","Palmerston North, Manawatū-Whanganui, New Zealand",35.7730076,-86.2820081
893,"With the winds of a restless spirit at her back, Paige convinced her French-born partner, Pierre, to sell his bar in Seville, Spain, buy motorbikes and explore the Vietnamese countryside. When their funds got low, Paige took a teaching job in Hoi An, and now the couple is settling there. But Paige and Pierre want different things in a home, so it may be a bumpy ride as Paige tries to win Pierre over one more time.",11-Oct-18,S129E12,Following a Restless Spirit to Vietnam,12.0,129.0,2018.0,Seville,Spain,Hoi An,Vietnam,0,"Seville, Spain","Hoi An, Vietnam",All,"Seville, Andalusia, Spain","Hội An, Quang Nam Province, Vietnam",37.3886303,-5.9953403
894,"A neurophysicist from Michigan, Nicolette has landed her dream job at Leiden University in the Netherlands. She wants an apartment in Leiden's city center, but rentals in this university town are in high demand and appeal more to students. Nicolette's colleague recommends that she look outside of Leiden for a more adult apartment, but Nicolette will have to decide if she's willing to sacrifice her social life for an upgraded apartment away from the action in Leiden.",22-Nov-18,S131E09,Experimenting with Adulthood in Leiden,9.0,131.0,2018.0,Michigan,United States,Leiden,Netherlands,0,"Michigan, United States","Leiden, Netherlands",All,"Michigan, United States","Leiden, South Holland, Netherlands",43.6211955,-84.6824346
895,"Nicole and Tim met in a high school German class in Michigan and fell in love with each other and with Germany during an exchange program near Munich. After a marriage proposal and a job offer in Munich for Nicole, the lovebirds are returning to where it all began. But as they look for a home, they discover that, for better or worse, everything in Munich is different except their love of the city and each other.",5-Oct-18,S132E07,From German Class to Marriage to Munich,7.0,132.0,2018.0,Michigan,United States,Munich,Germany,0,"Michigan, United States","Munich, Germany",All,"Michigan, United States","Munich, Bavaria, Germany",43.6211955,-84.6824346
896,"After an ongoing love affair with the city, a couple decides to make a permanent move to Florence, Italy. He wants that Old World charm he can't get in California -- even if it means extensive renovation -- but with a budget of over a million dollars, she's expecting turnkey perfection. They'll both need to adjust their expectations, however, if they want to buy their dream home before the market permanent puts their dreams out of reach.",6-Mar-19,S139E03,Getting It All in Florence,3.0,139.0,2019.0,California,United States,Florence,Italy,0,"California, United States","Florence, Italy",All,"California, United States","Florence, Tuscany, Italy",36.7014631,-118.755997
897,"Ron and Emma Bushaway are natives of London, England and are hoping to make their permanent home in the sunny Andalusian region of Spain. After traveling around the country, they fell in love with the village of Colmenar and knew this is where they wanted to live. While they agree on the village, Emma is interested in a country home, while Ron fears this will mean more work for him and thus prefers something more modern.",15-Mar-09,S09E01,"Londoners Search for a New Home in Andalusia, Spain (To Stay in Spain)",1.0,9.0,2009.0,London,England,Andalusia,Spain,0,"London, England","Andalusia, Spain",All,"London, England, United Kingdom","Andalusia, Spain",51.5073359,-0.12765
898,"Briana Lacey currently lives with her parents and brother in Toronto, trying to make the best use of what little space she has in the cramped home. While somewhat reluctant to move, she has made the decision to purchase her own place. The biggest obstacle is finding a condo with enough space in the eclectic West End of Toronto - especially since most of the condos in the area at her price range are studio sized.",14-Jun-09,S09E05,A Young Woman Searches for a Condo in Toronto's West End,5.0,9.0,2009.0,Toronto,Canada,Toronto,Canada,0,"Toronto, Canada","Toronto, Canada",All,"Toronto, Toronto, Ontario, Canada","Toronto, Toronto, Ontario, Canada",43.6534817,-79.3839347
900,"After 10 years abroad Flo is finally returning home to the outdoor playground of Villa Carlos Paz, Argentina, adding husband John and son Nicky to her ever-expanding list of relatives. Will Flo and John find the funds to land a home large enough for Flo's supersized family functions? Or will financial realities send them packing back to New York? Find out, when House Hunters touches down in the City for Everyone - Villa Carlos Paz, Argentina!",8-Sep-11,S26E04,"Sweet Home Villa Carlos Paz, Argentina",4.0,26.0,2011.0,"New York, New York",United States,Villa Carlos Paz,Argentina,0,"New York, New York","Villa Carlos Paz, Argentina",All,"New York, New York, United States","Villa Carlos Paz, X5166, Córdoba, Argentina",40.7127281,-74.0060152
902,"When Dana's career as a management consultant consumed his life in Washington, DC, his wife, Amy, insisted on an impromptu move to Melbourne, Australia. They can't wait to bask in Melbourne's casual-cafe culture, and they're thrilled to be bringing their beloved dog, Pella, with them down under, but they didn't consider the cost of seeking a dog friendly home. Dana and Amy, learn to sacrifice their precious pup, when House Hunters International travels to Melbourne, Australia.",16-Aug-12,S42E05,An American couple flees fast paced DC for the casual culture of Melbourne with their dog in tow,5.0,42.0,2012.0,"Washington, DC",United States,Melbourne,Australia,0,"Washington, DC","Melbourne, Australia",All,"Washington, District of Columbia, United States","Melbourne, Victoria, Australia",38.8950368,-77.0365427
903,"Ryan Kelly and Lauren Ziemski are tired of the LA rat race and working for others. So they're striking out to be their own bosses by opening a bed and breakfast in tropical Bocas Del Toro, Panama. But, with a limited budget and a need to get their business venture off the ground fast they might have to sacrifice on-the-water locations for move-in ready, when House Hunters International bets the house in Bocas Del Toro, Panama.",19-Sep-12,S43E13,Starting a Bed and Breakfast in Bocas Del Toro,13.0,43.0,2012.0,Los Angeles,United States,Bocas Del Toro,Panama,0,"Los Angeles, United States","Bocas Del Toro, Panama",All,"Los Angeles, California, United States","Bocas del Toro, Panama",34.0536909,-118.242766
904,"After being bit by the travel bug at a young age, Iain McNamara is determined to leave it all behind in his hometown of Dublin, Ireland. With no job lined up and living only on his savings, Iain decides to move to the big city of London, England. With the help of his friend Emma and knowledgable real estate agent Mark O'Kane, watch House Hunters International to see if big city living makes or breaks Iain.",16-Nov-12,S45E09,"Big City Living in London, England",9.0,45.0,2012.0,Dublin,Ireland,London,England,0,"Dublin, Ireland","London, England",All,"Dublin, Ireland","London, England, United Kingdom",53.3498006,-6.2602964
905,"Three years after their engagement lead them to live in relaxed Exmouth, Australia, Sinead and Paul are packing their bags to move into a settled future in her hometown of Perth. It's always been Sinead's dream to live in the city, but to make her dream a reality, it means not only navigating the area's booming market, but also her high class tastes and fiance Paul's practical priorities, as House Hunters International slides into Perth, Australia.",1-May-13,S51E04,"What's Happiness Worth in Perth, Australia",4.0,51.0,2013.0,Exmouth,Australia,Perth,Australia,0,"Exmouth, Australia","Perth, Australia",All,"Exmouth, 6707, Western Australia, Australia","Perth, 6000, Western Australia, Australia",-21.9324401,114.1258094
908,"The Phillips family is leaving the security of their perfect life and big house in Utah to move to a small town in Sweden near the Arctic Circle. Eric will realize his dream of working internationally, while his wife Gini will have to quit her job and become a stay at home mom. Along with their one year old baby, they'll have to adjust their new lifestyle near the Arctic Circle, with its long, dark winters.",11-Nov-13,S60E03,"Too Cold for Comfort in Lulea, Sweden",3.0,60.0,2013.0,Utah,United States,Lulea,Sweden,0,"Utah, United States","Lulea, Sweden",All,"Utah, United States","Luleå, 971 28, Sweden",39.4225192,-111.714358
909,"After discovering she had familial ties to Paris, Texan Janet wanted to plant roots in her ancestral home. Michael supports Janet's dream, but he's nervous about buying a second home in pricy central Paris. Janet knows apartments are smaller, but she still wants space for her adult kids to visit with the charm of an older Parisian apartment. The move is Janet's big dream, but Michael isn't sure if he can stomach a financially unpredictable renovation.",22-Nov-16,S99E10,Paris With A Texan Accent,10.0,99.0,2016.0,Texas,United States,Paris,France,0,"Texas, United States","Paris, France",All,"Texas, United States","Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Ile-de-France, France",31.2638905,-98.5456116
