index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,lat_orig,lon_orig,lat_dest,lon_dest,distance_km,Skip,InputDataKey
70,A couple from Syracuse wants a second home in sunny Costa Rica.,31-Aug-08,S06E06,Costa Rica Bound,6,6,2008,"Syracuse, New York",United States,,Costa Rica,1,"Syracuse, New York",,Missing Destination City,,,,,,Can not get data,0
71,Join a couple looking for a place in the city after years of living on the beach in Costa Rica.,1-Jan-09,S06E07,"So Long, Seaside",7,6,2009,,Costa Rica,,Costa Rica,2,,,Country to Country,,,,,,Can not get data,0
72,Join a family's search for the perfect home in the tropical paradise of Roatan.,28-Sep-08,S06E08,Tropical Dream,8,6,2008,,,Roatan,Honduras,2,,"Roatan, Honduras",All Destination,,,,,,Can not get data,0
73,Join a family's search for the perfect Caribbean vacation home on the island of Curacao.,21-Sep-08,S06E09,Curacao Calling,9,6,2008,,,Curacao,Caribbean,2,,"Curacao, Caribbean",All Destination,,,,,,Can not get data,0
74,Follow a couple through Aruba in search of the perfect second home.,7-Sep-08,S06E10,Aruban Escape,10,6,2008,,Aruba,,Aruba,2,,,Country to Country,,,,,,Can not get data,0
75,A woman wants to find a house on the beach in the Dominican Republic.,27-Jul-08,S06E11,Dominican Republic,11,6,2008,,,,Dominican Republic,3,,,Destination Country,,,,,,Can not get data,0
76,"A California family is looking for a house in Holland. What can they find for $300,000?",13-Jul-08,S06E12,House Hunting in Holland,12,6,2008,California,United States,,Netherlands,1,"California, United States",,Missing Destination City,,,,,,Can not get data,0
77,A well-traveled couple search for the perfect vacation home in Buenos Aires.,29-Jan-13,S06E13,Searching Buenos Aires,13,6,2013,,,Buenos Aires,Argentina,2,,"Buenos Aires, Argentina",All Destination,,,,,,Can not get data,0
78,"Justin and Maria Guenin met in business school and now live and work in El Ejido, Spain. They're searching for a seaside vacation home close to Maria's family and, hopefully, with spectacular views.",30-Nov-08,S07E01,Searching the Spanish Seaside,1,7,2008,,,El Ejido,Spain,2,,"El Ejido, Spain",All Destination,,,,,,Can not get data,0
79,"After traveling throughout Europe as a young man, American Ira Leifer fell in love with France and dreamed of returning to live there one day. When home prices hit an all time high in Washington DC, Ira took the opportunity to sell his home for a good sum at settlement. However, with the value of the dollar diminishing, he's anxious to finally make his move to France. Will he go for something in the wine country or a more urban setting?",19-Oct-08,S07E02,Falling in Love With France,2,7,2008,"Washington, DC",United States,,France,1,"Washington, DC",,Missing Destination City,,,,,,Can not get data,0
80,"Adelina and Jose have a large family with many children and grandchildren. In fact, their family has expanded so much that space is limited in their Lisbon home. They have decided to leave the city in favor of the Portugal countryside, where they hope to find a large home with a swimming pool and a garden.",12-Oct-08,S07E03,A Country Home for the Clan,3,7,2008,Lisbon,Portugal,,Portugal,1,"Lisbon, Portugal",,Missing Destination City,,,,,,Can not get data,0
81,"Dan Webster and Isabelle Deguise are a young couple with a 1000-square foot rental apartment overlooking scenic downtown Vancouver, British Columbia. However, they have limited storage space and share their outdoor patio area with other tenants. They've decided to look for condos outside of the downtown area to get more room for their money.",7-Dec-08,S07E04,Big View vs. Big Space,4,7,2008,Vancouver,Canada,Vancouver,Canada,0,"Vancouver, Canada","Vancouver, Canada",All,49.2608724,-123.113952,49.2608724,-123.113952,0,Can get data,0
82,"Jorge and Gaby have enjoyed city life in Escazu, Costa Rica for many years. With the birth of their son, however, they grew tired of their small, one-bedroom condo and of hearing their neighbors through shared walls. They are searching for a stand-alone house with a home office space for Jorge, separate living quarters for their housekeeper and, most of all, a place that's kid friendly.",26-Oct-08,S07E05,Room Required in Costa Rica,5,7,2008,Escazu,Costa Rica,Escazu,Costa Rica,0,"Escazu, Costa Rica","Escazu, Costa Rica",All,9.919527,-84.1400276,9.919527,-84.1400276,0,Can get data,0
83,"Mark Fritz is an American professional living in Toxyo. After renting for a while now, he's decided it's time to buy a place. He's looking for an American-style kitchen, a nice view and -- since he plays the guitar -- thick walls. Can all of his wishes be met in the Tokyo real estate market?",5-Oct-08,S07E06,Tough to Find in Tokyo,6,7,2008,Tokyo,Japan,Tokyo,Japan,0,"Tokyo, Japan","Tokyo, Japan",All,35.6840574,139.7744912,35.6840574,139.7744912,0,Can get data,0
84,"Seppo Aslund and Monica Ferucci currently live in a small apartment in the heart of Milan. Their two-bedroom, one-bathroom home becomes cramped when hosting guests, including Seppo's children, so they've agreed to escape the hustle and bustle of Milan in favor of a multi-level renovated flat or villa in the Italian countryside.",16-Nov-08,S07E07,Idyllic in Italy,7,7,2008,Milan,Italy,,Italy,1,"Milan, Italy",,Missing Destination City,,,,,,Can not get data,0
85,"George Tawil is from Lebanon and his wife Brenda Alor is from Mexico, and they are buying their first home together in Montreal. While they love their current apartment in the trendy Saint-Laurent neighborhood, they lack the space they need. They hope to find a swanky penthouse not far from where they are now since it's close to their work, as well as the many shops and restaurants that they both enjoy.",14-Dec-08,S07E08,Making It Work in Montreal,8,7,2008,Montreal,Canada,Monteal ,Canada,0,"Montreal, Canada","Monteal , Canada",All,45.5031824,-73.5698065,38.6962559,-1.35278,5803.59,Can get data,0
86,"Catherine and Paul Newell are expecting their first child and looking for a larger home. They're currently in a two-bedroom, two-bath condo with an incredible wrap-around deck that overlooks the ocean. Now, they want a home with three to four bedrooms, a nice-sized yard and a location within walking distance to parks and other amenities.",25-Jan-09,S08E01,A Vancouver Couple Expecting Their First Child Look for a New Home,1,8,2009,Vancouver,Canada,Vancouver,Canada,0,"Vancouver, Canada","Vancouver, Canada",All,49.2608724,-123.113952,49.2608724,-123.113952,0,Can get data,0
87,"Linda and Malcolm House live in the small seaside town of Maldon, England and have chosen the Dominican Republic as their permanent vacation getaway. They're looking for a home within walking distance to the water. Inside the home, they hope to have three bedrooms: one for them and two for their children or other guests. With a budget of $600,000 U.S. dollars, the Houses are setting their sails on their search.",4-Jan-09,S08E02,An English Couple Look for a Getaway in the Dominican Republic (Dominican Dreams),2,8,2009,Maldon,England,,Dominican Republic,1,"Maldon, England",,Missing Destination City,,,,,,Can not get data,0
88,"Brian Raab and his fiance Kacey Lindquist have fallen in love with the people and the beauty of Costa Rica. Brian plans to open a restaurant in the Central Valley area, and now he and Kacey are looking for a home there with four bedrooms, three bathrooms and lots of room for guests - including visiting chefs.",11-Jan-09,S08E03,A Couple Plans to Open a Restaurant in Costa Rica and Searches for Homes,3,8,2009,,Costa Rica,,Costa Rica,2,,,Country to Country,,,,,,Can not get data,0
89,"Diego and Paloma Blatt own a restaurant and hotel in Popoyo, Nicaragua. Since they're now ready to start a family, they want a home separate from their business. They agree that it must also be close to the beach and have great views.",18-Jan-09,S08E04,A Couple with a Restaurant and Hotel in Nicaragua Search for a New Home,4,8,2009,Popoyo,Nicaragua,Popoyo,Nicaragua,0,"Popoyo, Nicaragua","Popoyo, Nicaragua",All,11.4590741,-86.1014298,11.4590741,-86.1014298,0,Can get data,0
90,"John Lenihan and Martin Connor of Brighton, England hope to make the mountaintop village of Comares, Spain their permanent residence. They are hoping to find a home with at least two bedrooms, two bathrooms, a large kitchen with plenty of storage and enough land around the property where they can grow a Mediterranean-style garden. Lisa Bengey of Andalucian Rural Estates is helping them with their home search.",22-Feb-09,S08E05,An English Couple Searches for a Home in a Spanish Village,5,8,2009,Brighton,England,Comares,Spain,0,"Brighton, England","Comares, Spain",All,50.8214626,-0.1400561,36.8494448,-4.2480998,1587.53,Can get data,0
91,"Kent and Denise Payne currently live in Oklahoma City, but plan to sell their home in order to move to Managua, Nicaragua. They'd like to find a low-maintenance home with an open floor plan, lots of natural light and a casual feel. Kent wants to live in a house hear a golf course, but Denise would prefer the beach. With a budget of $450,000, realtor Mike Cobb will help them find the perfect place.",8-Feb-09,S08E06,Empty Nesters in Oklahoma Plan a Move to Nicaragua,6,8,2009,"Oklahoma City, Oklahoma",United States,Managua,Nicaragua,0,"Oklahoma City, Oklahoma","Managua, Nicaragua",All,35.4729886,-97.5170536,12.1544035,-86.2737642,2828.76,Can get data,0
92,"English teacher Kate Craven, recently separated from her husband, is ready to take the next step in starting her new life with the purchase of a condo in Lisbon, Portugal. She currently lives in a rental apartment with her daughters Cathleen and Tess. So Kate has enlisted realtor Saida Morais to help her find a three-bedroom condo that combines the historic Portuguese character she loves with the modern amenities she and her daughters want.",5-Mar-09,S08E07,A Mom and Two Daughters Start a New Chapter in Lisbon,7,8,2009,Lisbon,Portugal,Lisbon,Portugal,0,"Lisbon, Portugal","Lisbon, Portugal",All,38.7077507,-9.1365919,38.7077507,-9.1365919,0,Can get data,0
93,"Michelle Attard is starting a new chapter in her life, and is looking for a place to call home on the Mediterranean island of Malta. She currently rents a two--bedroom, top-floor apartment with a terrace that provides her with a great view of the seaside village of Qawra in Malta. Now, she wants to buy a home with three bedrooms, two bathrooms, a two-car garage, anopen floor plan, a large kitchen for entertaining and an outdoor space for the summer months. With a budget of 360,000 Euros (about $550,000), she's enlisted the aid of realtor Geoffrey Ciantar to assist her with her search.",15-Feb-09,S08E08,Seeking a Home on the Mediterranean Island of Malta (Malta to the Max),8,8,2009,Qawra,Malta,Qawra,Malta,0,"Qawra, Malta","Qawra, Malta",All,35.9541286,14.4198078,35.9541286,14.4198078,0,Can get data,0
94,"Jan and Cameron are looking to buy their first home in Amelia in the Umbrian region of Italy, but that might be a challenge since a majority of the homes in the area are old and need major structural rebuilding. Their goal is to find a home in the countryside with plenty of room for their children to play outside and for a vegetable garden. And Cameron is excited about having a laundry room to house her first dryer in more than ten years. With the help of Italian-Heartland realty, Cameron and Jan will scavenge through the region to find their diamond in the rough.",1-Mar-09,S08E09,A Couple Searches for a Home in Umbria for Them and Their Children,9,8,2009,,,Amelia,Italy,2,,"Amelia, Italy",All Destination,,,,,,Can not get data,0
95,"New Zealand transplant Zoe Quinn-Phillips and her husband Mark Stolow have been married for one year and are ready to invest in their first home. They're currently renting a three-bedroom, two-bathroom lower duplex in Montreal, Quebec. But lack of space is a huge issue for them and their three dogs, and realtor Mike Abitbol has been charged with finding a home that meets their desires.",9-Apr-09,S08E10,A Montreal Couple and Their Three Dogs Need a Larger Home,10,8,2009,Montreal,Canada,Montreal,Canada,0,"Montreal, Canada","Montreal, Canada",All,45.5031824,-73.5698065,45.5031824,-73.5698065,0,Can get data,0
